Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,State and Province,County,Duration,Native Status,Invasive,Berry/Nut/Seed Product,Palatable Human,Protein Potential
LEVU,,Leucanthemum vulgare,oxeye daisy,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Baxter, Benton, Boone, Bradley, Carroll, Cleburne, Crawford, Cross, Dallas, Franklin, Fulton, Garland, Independence, Izard, Jefferson, Lawrence, Lincoln, Little River, Logan, Madison, Marion, Mississippi, Montgomery, Newton, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sevier, Sharp, Stone, Washington, Yell)",Perennial,L48(I)AK(I)HI(I)CAN(I)SPM(I),"Cal-IPC, STATE",No,No,Low
LEAE,,Leucojum aestivum,summer snowflake,"CAN(NS), USA(AL, AR, CA, CT, DE, IL, IN, KY, LA, MA, MD, ME, MO, MS, NC, NY, OH, OR, PA, SC, TN, TX, VA)","AR(Arkansas, Cleveland, Jefferson)",Perennial,L48(I)CAN(I),,,,
LEAEA,,Leucojum aestivum ssp. aestivum,summer snowflake,"CAN(NS), USA(AL, AR, CA, CT, DE, IL, IN, KY, LA, MA, MD, ME, MO, MS, NC, NY, OH, OR, PA, SC, TN, VA)","AR(Arkansas, Cleveland, Jefferson)",Perennial,L48(I)CAN(I),,,,
LEMU,,Leucospora multifida,narrowleaf paleseed,"CAN(ON), USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, TN, TX, VA)","AR(Ashley, Baxter, Benton, Bradley, Carroll, Conway, Craighead, Crittenden, Franklin, Fulton, Hempstead, Independence, Jefferson, Johnson, Madison, Marion, Miller, Mississippi, Montgomery, Newton, Perry, Phillips, Pope, Pulaski, Searcy, Sebastian, St. Francis, Stone, Washington)",Annual,L48(N)CAN(N),,,,
LIAS,,Liatris aspera,tall blazing star,"CAN(ON), USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, NC, ND, NE, NY, OH, OK, SC, SD, TN, TX, VA, WI, WV)","AR(Arkansas, Ashley, Baxter, Benton, Bradley, Carroll, Chicot, Clark, Cleburne, Cleveland, Columbia, Conway, Craighead, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jefferson, Johnson, Lafayette, Lawrence, Lincoln, Little River, Logan, Lonoke, Marion, Monroe, Montgomery, Nevada, Ouachita, Perry, Pike, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Sebastian, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, Washington, Yell)",Perennial,L48(N)CAN(N),,,,
LIASA,,Liatris aspera var. aspera,tall blazing star,"USA(AR, IA, IL, IN, KS, KY, LA, MN, MO, ND, NE, OH, OK, SD, TX, WI)",,Perennial,L48(N),,,,
LIASI,,Liatris aspera var. intermedia,tall blazing star,"CAN(ON), USA(AL, AR, FL, GA, IL, IN, KY, LA, MI, MN, MO, MS, NC, NY, OH, OK, SC, TN, TX, VA, WI, WV)",,Perennial,L48(N)CAN(N),,,,
LICY,,Liatris cylindracea,Ontario blazing star,"CAN(ON), USA(AL, AR, DE, IA, IL, IN, KS, KY, MI, MN, MO, NY, OH, TN, WI)","AR(Baxter, Conway, Izard, Stone)",Perennial,L48(N)CAN(N),,,,
LIDE4,,Liatris densispicata,densespike blazing star,"USA(AR, KS, MN, MO, NE, OK, TX)",,Perennial,L48(N),,,,
LIDEI,,Liatris densispicata var. interrupta,densespike blazing star,"USA(AR, KS, MO, NE, OK, TX)",,Perennial,L48(N),,,,
LIEL,,Liatris elegans,pinkscale blazing star,"USA(AL, AR, FL, GA, LA, MS, OK, SC, TX)","AR(Ashley, Bradley, Calhoun, Conway, Dallas, Drew, Garland, Hempstead, Hot Spring, Howard, Johnson, Lafayette, Little River, Miller, Nevada, Ouachita, Perry, Pike, Polk, Pope, Saline, Union, Yell)",Perennial,L48(N),,,,
LIELE,,Liatris elegans var. elegans,pinkscale blazing star,"USA(AL, AR, FL, GA, LA, MS, OK, SC, TX)","AR(Ashley, Bradley, Calhoun, Conway, Dallas, Drew, Garland, Hempstead, Hot Spring, Howard, Johnson, Lafayette, Little River, Miller, Nevada, Ouachita, Perry, Pike, Polk, Pope, Saline, Union, Yell)",Perennial,L48(N),,,,
LIPU,,Liatris punctata,dotted blazing star,"CAN(AB, MB, SK), USA(AR, CO, IA, IL, KS, LA, MI, MN, MO, MT, ND, NE, NM, OH, OK, SD, TN, TX, WI, WY)","AR(Baxter, Benton, Carroll, Conway, Pope, Stone)",Perennial,L48(N)CAN(N),,No,No,Medium
LIPUM2,,Liatris punctata var. mucronata,cusp blazing star,"USA(AR, KS, LA, MO, OK, TX)","AR(Baxter, Benton, Carroll, Conway, Pope, Stone)",Perennial,L48(N),,,,
LIPUP,,Liatris punctata var. punctata,dotted blazing star,"CAN(AB, MB, SK), USA(AR, CO, IA, IL, KS, LA, MI, MN, MO, MT, ND, NE, NM, OH, OK, SD, TN, TX, WI, WY)","AR(Benton, Carroll)",Perennial,L48(N)CAN(N),,,,
LIPY,,Liatris pycnostachya,prairie blazing star,"USA(AR, IA, IL, IN, KS, KY, LA, MA, MI, MN, MO, MS, ND, NE, NJ, NY, OH, OK, PA, SD, TX, WI)","AR(Arkansas, Ashley, Benton, Boone, Bradley, Clark, Cleburne, Cleveland, Columbia, Conway, Craighead, Dallas, Drew, Faulkner, Franklin, Grant, Hempstead, Hot Spring, Izard, Jefferson, Lafayette, Lawrence, Logan, Lonoke, Madison, Mississippi, Monroe, Montgomery, Ouachita, Perry, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Searcy, Sebastian, St. Francis, Union, Washington, Yell)",Perennial,L48(N),,No,No,Medium
LIPYP,,Liatris pycnostachya var. pycnostachya,prairie blazing star,"USA(AR, IA, IL, IN, KS, KY, LA, MA, MI, MN, MO, MS, ND, NE, NJ, NY, OH, OK, PA, SD, TX, WI)","AR(Arkansas, Ashley, Benton, Boone, Bradley, Clark, Cleburne, Cleveland, Columbia, Conway, Craighead, Dallas, Drew, Faulkner, Franklin, Grant, Hempstead, Hot Spring, Izard, Jefferson, Lafayette, Lawrence, Logan, Lonoke, Madison, Mississippi, Monroe, Montgomery, Ouachita, Perry, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Searcy, Sebastian, St. Francis, Union, Washington, Yell)",Perennial,L48(N),,,,
LISC2,,Liatris scariosa,devil's bite,"USA(AL, AR, CT, DE, GA, IL, IN, MA, MD, ME, MI, MO, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, WI, WV)","AR(Carroll, Logan, Marion)",Perennial,L48(N),,,,
LISCN,,Liatris scariosa var. nieuwlandii,Nieuwland's blazing star,"USA(AR, CT, IL, IN, MI, MO, NJ, NY, OH, PA, RI, WI, WV)","AR(Carroll, Logan, Marion)",Perennial,L48(N),,,,
LISP4,,Liatris spheroidea,spherical blazing star,"USA(AR, IA, IL, IN, KS, KY, MI, MN, MO, NE, OH, TN, WI)",,Perennial,L48(N),,,,
LISP,,Liatris spicata,dense blazing star,"CAN(ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WI, WV)",AR(Bradley),Perennial,L48(N)CAN(N),,No,No,Low
LISPS,,Liatris spicata var. spicata,dense blazing star,"CAN(ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WI, WV)",AR(Bradley),Perennial,L48(N)CAN(N),,,,
LISQ,,Liatris squarrosa,scaly blazing star,"USA(AL, AR, CO, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NE, OH, OK, SC, SD, TN, TX, VA, WV)","AR(Arkansas, Ashley, Benton, Boone, Bradley, Carroll, Clark, Cleburne, Conway, Drew, Faulkner, Franklin, Garland, Hot Spring, Independence, Jefferson, Logan, Marion, Montgomery, Newton, Perry, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Saline, Scott, Searcy, Sebastian, Van Buren, Washington, Yell)",Perennial,L48(N),,,,
LISQC,,Liatris squarrosa var. compacta,scaly blazing star,USA(AR),,Perennial,L48(N),,,,
LISQG,,Liatris squarrosa var. glabrata,scaly blazing star,"USA(AR, CO, IA, KS, MO, NE, OK, SD, TN, TX)",,Perennial,L48(N),,,,
LISQH,,Liatris squarrosa var. hirsuta,scaly blazing star,"USA(AL, AR, GA, IA, KS, KY, LA, MO, MS, NC, NE, OK, SC, TN, TX)","AR(Franklin, Independence, Newton)",Perennial,L48(N),,,,
LISQS,,Liatris squarrosa var. squarrosa,scaly blazing star,"USA(AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MI, MO, MS, NC, OH, SC, TN, TX, VA, WV)",,Perennial,L48(N),,,,
LISQ2,,Liatris squarrulosa,Appalachian blazing star,"USA(AL, AR, FL, GA, IL, IN, KY, LA, MO, MS, NC, OH, OK, SC, TN, TX)",,Perennial,L48(N),,No,No,Low
LICA16,,Ligusticum canadense,Canadian licorice-root,"USA(AL, AR, GA, IN, KY, MD, MO, MS, NC, NJ, OH, PA, SC, TN, VA, WV)","AR(Benton, Cleburne, Franklin, Independence, Logan, Madison, Newton, Sebastian, White)",Perennial,L48(N),,,,
LICA31,,Lilaeopsis carolinensis,Carolina grasswort,"USA(AL, AR, FL, GA, LA, MS, NC, SC, VA)",AR(Hot Spring),Perennial,L48(N),,,,
LICA3,,Lilium canadense,Canada lily,"CAN(NB, NS, ON, QC), USA(AL, AR, CT, DC, DE, GA, IN, KS, KY, MA, MD, ME, NC, NE, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV)",,Perennial,L48(N)CAN(N),,,,
LICAC,,Lilium canadense ssp. canadense,Canada lily,"CAN(NB, NS, ON, QC), USA(AL, AR, CT, DE, GA, KS, KY, MA, MD, ME, NC, NE, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV)",,Perennial,L48(N)CAN(N),,,,
LIMI,,Lilium michauxii,Carolina lily,"USA(AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, TX, VA, WV)",,Perennial,L48(N),,,,
LIMI9,,Lilium michiganense,Michigan lily,"CAN(ON), USA(AL, AR, GA, IA, IL, IN, KS, KY, MI, MN, MO, MS, NE, NY, OH, OK, PA, SD, TN, WI)","AR(Ashley, Benton, Clay, Faulkner, Greene, Independence, Lonoke, Montgomery, Polk, Pulaski, Sharp, Stone, Washington)",Perennial,L48(N)CAN(N),,,,
LIPH,,Lilium philadelphicum,wood lily,"CAN(AB, BC, MB, ON, QC, SK), USA(AL, AR, AZ, CO, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NY, OH, PA, RI, SD, TN, TX, VA, VT, WI, WV, WY)",,Perennial,L48(N)CAN(N),,,,
LIPHP,,Lilium philadelphicum var. philadelphicum,wood lily,"CAN(AB, BC, MB, ON, QC, SK), USA(AL, AR, CT, DC, DE, GA, KY, MA, MD, ME, MI, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV)",,Perennial,L48(N)CAN(N),,,,
LISU,,Lilium superbum,turk's-cap lily,"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, MA, MD, MO, MS, NC, NH, NJ, NY, OH, PA, RI, TN, VA, WV)","AR(Arkansas, Logan, Pope, Stone)",Perennial,L48(N),,,,
LISP2,,Limnobium spongia,American spongeplant,"USA(AL, AR, CT, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, NY, OK, SC, TN, TX, VA)","AR(Ashley, Faulkner, Hempstead, Jefferson, Pulaski, St. Francis)",Perennial,L48(N),STATE,No,No,
LIPI2,,Limnosciadium pinnatum,tansy dogshade,"USA(AR, IA, IL, KS, LA, MO, MS, OK, TX)","AR(Arkansas, Ashley, Bradley, Chicot, Conway, Crawford, Drew, Faulkner, Franklin, Lawrence, Little River, Miller, Monroe, Sebastian)",Annual,L48(N),,,,
LIPU2,,Limnosciadium pumilum,prairie dogshade,"USA(AR, LA, TX)",AR(Ashley),Annual,L48(N),,,,
LIVU2,,Linaria vulgaris,butter and eggs,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Cleburne, Faulkner, Franklin, Independence, Madison, Marion, Newton, Sharp)",Perennial,L48(I)AK(I)CAN(I)GL(I)SPM(I),"N'EAST, NE&GP, STATE, WSWS",,,
LICR,,Lindernia crustacea,Malaysian false pimpernel,"USA+(PR), USA(AL, AR, FL, GA, HI, LA, MS, NC, PW, SC, TX)",AR(Union),"Annual, Perennial",L48(I)HI(I)PR(N),,,,
LIDU,,Lindernia dubia,yellowseed false pimpernel,"CAN(BC, NB, NS, ON, QC), USA+(PR), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV)","AR(Arkansas, Ashley, Benton, Bradley, Calhoun, Clay, Cleburne, Conway, Craighead, Crittenden, Cross, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Hempstead, Howard, Independence, Izard, Jefferson, Johnson, Lee, Logan, Madison, Marion, Mississippi, Monroe, Montgomery, Newton, Ouachita, Perry, Phillips, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Searcy, Sebastian, St. Francis, Stone, Washington, Yell)","Annual, Biennial",L48(N)PR(N)CAN(N),,,,
LIDUA,,Lindernia dubia var. anagallidea,yellowseed false pimpernel,"CAN(BC, ON, QC), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV)","AR(Monroe, Prairie)","Biennial, AN",L48(N)CAN(N),,,,
LIDUD,,Lindernia dubia var. dubia,yellowseed false pimpernel,"CAN(NB, NS, ON, QC), USA+(PR), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV)",,"Annual, Biennial",L48(N)PR(N)CAN(N),,,,
LITE3,,Lindheimera texana,Texas yellowstar,"USA(AR, LA, OK, TX)",AR(Sevier),Annual,L48(N),,,,
LIBE2,,Linum berlandieri,Berlandier's yellow flax,"USA(AR, CO, KS, LA, NE, NM, OK, TX)",,"Annual, Perennial",L48(N),,,,
LIBEB2,,Linum berlandieri var. berlandieri,Berlandier's yellow flax,"USA(AR, CO, KS, LA, NE, NM, OK, TX)",,"Annual, Perennial",L48(N),,,,
LILE3,,Linum lewisii,Lewis flax,"CAN(AB, BC, MB, NT, NU, ON, QC, SK, YT), USA(AK, AR, AZ, CA, CO, ID, KS, LA, MI, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WV, WY)",,Perennial,L48(N)AK(N)CAN(N),,No,No,Medium
LILEL2,,Linum lewisii var. lewisii,prairie flax,"CAN(AB, BC, MB, NT, NU, SK, YT), USA(AK, AR, AZ, CA, CO, ID, KS, LA, MI, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WV, WY)",,Perennial,L48(N)AK(N)CAN(N),,,,
LIME2,,Linum medium,stiff yellow flax,"CAN(ON), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Clark, Clay, Cleburne, Columbia, Conway, Craighead, Crawford, Drew, Franklin, Fulton, Garland, Grant, Greene, Hot Spring, Independence, Izard, Jefferson, Lafayette, Lawrence, Lee, Lincoln, Logan, Madison, Marion, Montgomery, Ouachita, Perry, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Searcy, Union, Van Buren, Washington, White, Yell)","Annual, Perennial",L48(N)CAN(N),,,,
LIMET,,Linum medium var. texanum,stiff yellow flax,"CAN(ON), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Calhoun, Clark, Clay, Cleburne, Columbia, Conway, Craighead, Crawford, Drew, Franklin, Fulton, Garland, Grant, Greene, Hot Spring, Independence, Izard, Jefferson, Lafayette, Lawrence, Lee, Lincoln, Logan, Madison, Marion, Montgomery, Ouachita, Perry, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Searcy, Union, Van Buren, Washington, White, Yell)","Perennial, AN",L48(N)CAN(N),,,,
LIRI,,Linum rigidum,stiffstem flax,"CAN(AB, MB, SK), USA(AR, CO, IA, IL, KS, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WY)",,"Annual, Perennial",L48(N)CAN(N),,,,
LIRIR,,Linum rigidum var. rigidum,stiffstem flax,"CAN(AB, MB, SK), USA(AR, CO, IA, IL, KS, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WY)",,"Annual, Perennial",L48(N)CAN(N),,,,
LIST,,Linum striatum,ridged yellow flax,"CAN(ON), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)","AR(Arkansas, Ashley, Benton, Bradley, Calhoun, Clay, Columbia, Crawford, Dallas, Fulton, Garland, Greene, Lincoln, Miller, Polk, Pope, Pulaski, Randolph, Saline, Union)",Perennial,L48(N)CAN(N),,No,No,
LISU4,,Linum sulcatum,grooved flax,"CAN(MB, ON, QC, SK), USA(AL, AR, CT, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, TX, VA, VT, WI, WV)","AR(Baxter, Benton, Boone, Carroll, Marion, Pulaski, Sebastian)",Annual,L48(N)CAN(N),,,,
LISUS,,Linum sulcatum var. sulcatum,grooved flax,"CAN(MB, ON, QC, SK), USA(AL, AR, CT, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, TX, VA, VT, WI, WV)","AR(Baxter, Benton, Boone, Carroll, Marion, Pulaski, Sebastian)",Annual,L48(N)CAN(N),,,,
LIUS,,Linum usitatissimum,common flax,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY)",AR(Pope),Annual,L48(I)CAN(W),,,,
LILI3,,Liparis liliifolia,brown widelip orchid,"CAN(ON), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, MI, MN, MO, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV)","AR(Benton, Cleburne, Franklin, Independence, Newton, Pope, Pulaski, St. Francis, Stone)",Perennial,L48(N)CAN(N),,,,
LILO,,Liparis loeselii,yellow widelip orchid,"CAN(BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), USA(AL, AR, CT, DC, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SD, TN, VA, VT, WA, WI, WV)",AR(Garland),Perennial,L48(N)CAN(N),,,,
LIAU3,,Listera australis,southern twayblade,"CAN(NB, NS, ON, QC), USA(AL, AR, DC, DE, FL, GA, KY, LA, MD, MS, NC, NJ, NY, OK, PA, SC, TN, TX, VA, VT)","AR(Ashley, Bradley, Clark, Columbia, Jefferson, Pike, Union)",Perennial,L48(N)CAN(N),,,,
LICA12,,Lithospermum canescens,hoary puccoon,"CAN(MB, ON, SK), USA(AL, AR, DC, GA, IA, IL, IN, KS, KY, MD, MI, MN, MO, MS, NC, ND, NE, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV)","AR(Baxter, Benton, Boone, Carroll, Cleburne, Crawford, Faulkner, Fulton, Izard, Lawrence, Little River, Logan, Marion, Monroe, Montgomery, Newton, Ouachita, Pope, Pulaski, Randolph, Sharp, Stone, Van Buren, Washington, Yell)",Perennial,L48(N)CAN(N),,,,
LICA13,,Lithospermum caroliniense,Carolina puccoon,"CAN(ON), USA(AL, AR, CO, FL, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, NE, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV)","AR(Howard, Little River, Nevada, Ouachita, Pulaski, Saline, Sevier)",Perennial,L48(N)CAN(N),,,,
LICAC8,,Lithospermum caroliniense var. caroliniense,Carolina puccoon,"USA(AL, AR, FL, GA, LA, MO, MS, OK, SC, TX, VA)",,Perennial,L48(N),,,,
LICAC9,,Lithospermum caroliniense var. croceum,Carolina puccoon,"CAN(ON), USA(AR, CO, IA, IL, IN, KS, KY, MI, MN, MO, NE, NY, OH, OK, PA, SD, TN, WI, WV)",,Perennial,L48(N)CAN(N),,,,
LIIN2,,Lithospermum incisum,narrowleaf stoneseed,"CAN(AB, BC, MB, ON, SK), USA(AR, AZ, CA, CO, FL, IA, IL, IN, KS, LA, MI, MN, MO, MT, ND, NE, NM, NV, OK, SD, TN, TX, UT, WI, WY)","AR(Boone, Little River, Sebastian, Washington)",Perennial,L48(N)CAN(N),,,,
LILA2,,Lithospermum latifolium,American stoneseed,"CAN(ON, QC), USA(AR, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, NY, OH, PA, SD, TN, VA, WI, WV)","AR(Garland, Newton, Pope, St. Francis)",Perennial,L48(N)CAN(N),,,,
LITU2,,Lithospermum tuberosum,tuberous stoneseed,"USA(AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, TX, VA, WV)","AR(Hempstead, Howard, Sevier)",Perennial,L48(N),,,,
LOAP,,Lobelia appendiculata,pale lobelia,"USA(AL, AR, KS, KY, LA, MS, OK, TN, TX)","AR(Arkansas, Ashley, Benton, Bradley, Calhoun, Clark, Cleveland, Columbia, Conway, Craighead, Dallas, Drew, Faulkner, Franklin, Garland, Hot Spring, Jefferson, Lafayette, Lincoln, Little River, Logan, Lonoke, Miller, Monroe, Montgomery, Nevada, Pike, Poinsett, Polk, Prairie, Pulaski, Randolph, Scott, Sebastian, Sevier, St. Francis, Union, Van Buren, Washington, Yell)","Annual, Biennial",L48(N),,,,
LOAPA,,Lobelia appendiculata var. appendiculata,pale lobelia,"USA(AL, AR, KS, LA, MS, OK, TX)","AR(Arkansas, Ashley, Benton, Bradley, Calhoun, Clark, Cleveland, Columbia, Conway, Craighead, Dallas, Drew, Faulkner, Franklin, Garland, Hot Spring, Jefferson, Lafayette, Lincoln, Little River, Logan, Lonoke, Miller, Monroe, Montgomery, Nevada, Pike, Poinsett, Polk, Prairie, Pulaski, Randolph, Scott, Sebastian, Sevier, St. Francis, Union, Van Buren, Washington, Yell)","Biennial, AN",L48(N),,,,
LOCA2,,Lobelia cardinalis,cardinalflower,"CAN(NB, ON, QC), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, PA, RI, SC, TN, TX, UT, VA, VT, WI, WV)","AR(Arkansas, Ashley, Baxter, Benton, Bradley, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Hempstead, Hot Spring, Howard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Little River, Logan, Lonoke, Madison, Marion, Mississippi, Montgomery, Newton, Ouachita, Perry, Pike, Poinsett, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, St. Francis, Stone, Union, Washington, White, Yell)",Perennial,L48(N)CAN(N),,No,No,
LOIN,,Lobelia inflata,Indian-tobacco,"CAN(BC, NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV)","AR(Ashley, Bradley, Carroll, Clay, Cleburne, Cleveland, Conway, Craighead, Cross, Drew, Franklin, Garland, Grant, Greene, Howard, Independence, Izard, Johnson, Lawrence, Lee, Logan, Madison, Montgomery, Newton, Perry, Pike, Poinsett, Polk, Pope, Pulaski, Searcy, Sharp, St. Francis, Stone, Van Buren, Washington, White)",Annual,L48(N)CAN(N),,,,
LOPU,,Lobelia puberula,downy lobelia,"USA(AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OH, OK, PA, SC, TN, TX, VA, WV)","AR(Arkansas, Ashley, Bradley, Calhoun, Clark, Cleburne, Cleveland, Columbia, Conway, Dallas, Drew, Faulkner, Franklin, Garland, Grant, Hempstead, Hot Spring, Howard, Jefferson, Lafayette, Lincoln, Little River, Logan, Lonoke, Madison, Montgomery, Nevada, Ouachita, Pike, Polk, Pope, Prairie, Pulaski, Saline, St. Francis, Stone, Union, Washington, Yell)",Perennial,L48(N),,,,
LOPUM,,Lobelia puberula var. mineolana,downy lobelia,"USA(AL, AR, KY, LA, MO, MS, OK, TX)","AR(Arkansas, Ashley, Bradley, Calhoun, Clark, Cleburne, Cleveland, Columbia, Conway, Dallas, Drew, Faulkner, Franklin, Garland, Grant, Hempstead, Hot Spring, Howard, Jefferson, Lafayette, Lincoln, Little River, Logan, Lonoke, Madison, Montgomery, Nevada, Ouachita, Pike, Polk, Pope, Prairie, Pulaski, Saline, St. Francis, Stone, Union, Washington, Yell)",Perennial,L48(N),,,,
LOPUP2,,Lobelia puberula var. puberula,downy lobelia,"USA(AL, AR, DC, DE, FL, GA, LA, MD, MO, MS, NC, NJ, OK, PA, SC, TN, TX, VA, WV)",,Perennial,L48(N),,,,
